OBJECTID,name,introduction,difficulty,completionTime,hasAlerts,introductionThumbnail,walkingAndTrampingWebPage,dateLoadedToGIS,SHAPE_Length
173173,Waitaanga South Road to Te Rerepahupahu Falls Track,Follow an historic logging tramline to Te Rerepahupahu Falls. ,Advanced,4 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b897d26079fa45cbaad9c83e32975883.aspx,https://www.doc.govt.nz/link/15f5e575a0c34e0f9cbdc2f3e8eec15b.aspx,2021/05/05 13:44:26+00,11099.8770298549
173174,Waitaia Track,"Once extensively logged and mined, a regenerating coastal forest now greets visitors as they walk along the Waitaia Track. ",Easy,1 hr 30 min - 2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/709dd114488f43d7ba74772828c7cf80.jpg,https://www.doc.govt.nz/link/9b820b72a60947e28e6fd3d17ce1f2f8.aspx,2021/05/05 13:44:27+00,2351.41081265914
173175,Waitangitāhuna Wetland Walk,"The Waitangitāhuna Wetland Walk is an easy walk through a regenerating kahikatea forest and flax wetland to a viewing platform with spectacular views of the Southern Alps, Kā Tiritiri o te Moana.",Easiest,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/505a5e5ce85147c7a23c2f307ad6137b.jpg,https://www.doc.govt.nz/link/f95ec5a332fc4417b8550ab660515181.aspx,2021/05/05 13:44:27+00,259.749931463478
173176,Waitanguru Falls Walk,Enjoy a short walk to a magnificant tiered waterfall.,Easy,15 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d80dbc15f2ee47c1b1740db9f66bb3f7.jpg,https://www.doc.govt.nz/link/3736ce121eed424abc7598ab44079362.aspx,2021/05/05 13:44:27+00,221.775842525747
173177,Waitawheta Tramway,"Follow an old tramline (1898 - 1928) on a relatively flat track through the spectacular Waitawheta Gorge - with interpretation panels as well, it's a great option for kids.",Intermediate,"8 hr (return), 3-4 hrs one way",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/31e366f778b24b21980135661d69eede.jpg,https://www.doc.govt.nz/link/f615258877144d41b9736a5e53fec510.aspx,2021/05/05 13:44:27+00,9178.50680873096
173178,Waitengaue Track,Enjoy walking along the former Waitengaue bush tramway on this track that takes you to Waitawheta Hut.,Advanced,4 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/a04fbd56433e4ba8b8d9c8d3e73e428c.aspx,2021/05/05 13:44:27+00,8902.94299952446
173179,Waitewaewae Hut Track,"The track to Waitewaewae Hut crosses a terrace above the Otaki River, before entering the bush to follow an old tramway and criss-cross several creeks.",Advanced,5 - 7 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5947086124494e13ac5fb017059cfd63.jpg,https://www.doc.govt.nz/link/1654bb5a2d0e42d6906800b39085b571.aspx,2021/05/05 13:44:27+00,5459.72859545259
173180,Waitomo Walkway,"The Waitomo Walkway traverses classic limestone landscape, meanders beside the Waitomo Stream through forest and open farmland.",Easy,1 hr 15 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b6ef2e4282bb4aa9921902d43f1ea9ac.jpg,https://www.doc.govt.nz/link/94ba825a30c0413fabb1cf0283889d5b.aspx,2021/05/05 13:44:27+00,3493.11549290592
173181,Waitonga Falls Track,The 39 m Waitonga Falls is Tongariro National Park’s highest waterfall. The well-formed track passes through mountain beech and kaikawaka forest.,Easy,1 hr 20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9f62c2eaa12144708106fe64f53a5e63.jpg,https://www.doc.govt.nz/link/24b849ebdd384afe863a53227b6c3724.aspx,2021/05/05 13:44:27+00,2235.4965312308
173182,Waituna Lagoon tracks,"You can stroll the boardwalk, walk the loop track through wetland tarns or walk along the spectacular white quartz beach to the outlet of Waituna Lagoon. Waituna is a Ramsar site so is internationally recognised place of importance for birdlife. ","Easiest, Easy",10 m - 2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/87516f297e664a2198710f0cf4e356bb.jpg,https://www.doc.govt.nz/link/f1f8ce3eaa724294a357d8cd8ed77b0d.aspx,2021/05/05 13:44:27+00,4344.59967800822
173183,Wakamarina Track,Follow in the footsteps of old goldminers on the Wakamarina Track to cross the Richmond Range from the Wairau Valley to the Wakamarina Valley.,Advanced,7 hrs (south to north),Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ab1b88beb95e49abbc4679914c16f0de.jpg,https://www.doc.govt.nz/link/e50df35252a04e5ab01372af5a5f22df.aspx,2021/05/05 13:44:27+00,20542.2115700963
173184,Wakarara Road tramping tracks,"Wakarara Road tramping tracks include tracks to Poutaki Hut, Parks Peak Hut and Sparrowhawk Bivouac and the Colenso Spur to the Main Range track.",Advanced,1-2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/66b12ece4be140c5b026633d660570d4.jpg,https://www.doc.govt.nz/link/a39da5e59b004f35bd95bfb1b5484c53.aspx,2021/05/05 13:44:27+00,17002.299078485
173185,Wanganui valley tracks,The Wanganui River valley provides rugged backcountry opportunities for those with suitable skills and experience.  ,"Advanced, Expert",3 days +,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/66fff9a3310841fc89d36a0269f95f87.jpg,https://www.doc.govt.nz/link/96e5a687e3c44aadb8fc60d9eb09d364.aspx,2021/05/05 13:44:29+00,28487.9331165587
173186,Wangapeka Track,The Wangapeka route crosses Kahurangi National Park - it crosses two saddles and travels through the beautiful beech-forested valleys.,"Advanced, Expert",4 - 6 days one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7607d7cddb6d4dbea1b59c73ad79976b.jpg,https://www.doc.govt.nz/link/97aa6e3272974894b8d42504b331373c.aspx,2021/05/05 13:44:29+00,57969.1087433221
173187,Waoku Coach Road Track,Follow the gentle incline of an historic coach road through the heart of the Mataraua Forest.,Advanced,12 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/91fa15f8fbc04702bd5c4a432774a5dd.aspx,2021/05/05 13:44:29+00,22947.1173318444
173188,Waro Limestone Scenic Reserve Walk,Walk around spectacular limestone formations - this is a good option for kids with open grassland for exploring as well.,Easy,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4448e0521fc7404b99234ddd79ea1729.jpg,https://www.doc.govt.nz/link/5cfe3c47c6994ff99b151c96400fc1c6.aspx,2021/05/05 13:44:29+00,891.939605882294
173189,Washbourn Scenic Reserve Walk,"The Washbourn Scenic Reserve is a delightful patch of forest, providing a very easy 15-minute walk.",Easy,30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1004be9b03ae46368b5d2ad78d776a7a.jpg,https://www.doc.govt.nz/link/1ff9d820cf484c1985c791f4575e89ca.aspx,2021/05/05 13:44:29+00,804.24634410536
173190,Watkin Powell Track,"This easy short track from Otamure Bay campsite leads to a sandy, secluded beach at Tauwhara Bay. Suitable for children. ",Easy,10 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ab60f5f629a548c8b33ec9dc5c73458c.jpg,https://www.doc.govt.nz/link/36dec5604dd2404eb6e81210d6b8d77f.aspx,2021/05/05 13:44:29+00,188.792189508894
173191,Wekaweka Track ,Follow the gentle incline of an old coach road up the valley and onto the Mataraua Forest plateau.,Advanced,2 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/fee1b03577954ddbb8da08273bd0028f.aspx,2021/05/05 13:44:29+00,3294.14897792652
173192,Wentworth Valley walks,Walk to the beautiful Wentworth Falls or to views of two mine shafts.,"Easiest, Easy",,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4c38bc61a414476bbecd8c9d39dc7b29.jpg,https://www.doc.govt.nz/link/83d6e268fc614c53950bfbc3ff4626fc.aspx,2021/05/05 13:44:29+00,3995.63130148721
173193,West Egmont tramping tracks,"The western slopes of the mountain are known for their very high rainfall, resulting in numerous wet and boggy areas. ",Advanced,5 or 6 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0bad36b654494c28a4e8d3d2d22b1369.aspx,https://www.doc.govt.nz/link/be37becb313c4bd4af6ee6b4591f90f8.aspx,2021/05/05 13:44:29+00,18046.8190456052
173194,West Matukituki Track,"The walk to Aspiring Hut, with views up and down the West Matukituki Valley, is a great overnight tramp for families with children. It leads onto French Ridge and Liverpool Hut tracks.","Intermediate, Advanced",Various: 2 hr 30 min - 6 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/59b9ec271e824724a5e1a4864cb6d793.jpg,https://www.doc.govt.nz/link/ed27016c62c54d33acc8ac59b3ccda3c.aspx,2021/05/05 13:44:29+00,15371.6300714806
173195,Western Ōkataina Walkway,Western Ōkataina Walkway is open for both walking and mountain biking.,Advanced,7 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/53b4f7d1ff6e41ab841387caa56ac5d4.aspx,https://www.doc.govt.nz/link/ca94e06d91cf4b25a541f8c66cd36858.aspx,2021/05/05 13:44:30+00,19518.6349049476
173196,Wether Range Tracks,The Wether Range tracks are found south of Omarama. ,"Advanced, Expert",2 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/41c8c00f414b40d5b7c0f7233d0ddf94.jpg,https://www.doc.govt.nz/link/fa9822ab1d2949f8aa5fcd19b248fac6.aspx,2021/05/05 13:44:30+00,10389.3003783133
173197,Whakaipo Bay tracks,Walk or ride over the headland between Whakaipo and Whangamata bays and enjoy the lake views and native bush.,Easy,4 hr 30 min | 7 hr 30 mi hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b2925ca288b84a4289b7a77f79a71583.jpg,https://www.doc.govt.nz/link/3ba7bae863dd4041a27973a32cabc3f0.aspx,2021/05/05 13:44:30+00,22125.1279114965
173198,Whakamaharatanga Walkway,"The walkway crosses farmland through two old pā sites with  terraces, pits and middens (shell dumps). Most of the farmland was under water prior to the Napier earthquake in 1931. ",Easiest,40 min / 1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/0906761575184f329780ca14fc77f6e7.aspx,2021/05/05 13:44:30+00,1183.01831652745
173199,Whakanui Track,This track leads from Wainuiomata to the Orongorongo River and offers views of the Remutaka Range and surrounding areas.,Advanced,7 hrs to Wainuiomata,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f4d7321b596249edb587e9727b209c76.jpg,https://www.doc.govt.nz/link/8b88000d3a77481d9005c48d8eb64392.aspx,2021/05/05 13:44:30+00,8537.02032897167
173200,Whakapapaiti Valley Track,"Winding through stunted beech forest, the Whakapapaiti Valley Track makes its way to the Whakapapaiti Hut. From here you can continue in a loop back to Whakapapa Village.",Advanced,4 - 5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b4fd5c1a3521445c946f335281d2f932.jpg,https://www.doc.govt.nz/link/1f1f3cd92dde4db397c387183f220851.aspx,2021/05/05 13:44:30+00,10416.4457358105
173201,Whakapono and Tumanako tracks,The Whakapono and Tumanako tracks form a loop.  Plan for the walk to take about 2-3 hours if you wish to complete the full loop. ,Easy,1 hr 25 one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/de2314bf277f4f9aa12d5f2b756ac90a.jpg,https://www.doc.govt.nz/link/2cb2090952e9427080890b6986db721a.aspx,2021/05/05 13:44:30+00,2358.05301467653
173202,Whangamarino Historic Walk,This short walk takes in the Whangamarino Redoubt and Te Teoteo's Pā – two key sites of conflict during the Waikato War of 1863-64.,Easiest,25 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d3f66af512af4704af2ad04db57cd92d.jpg,https://www.doc.govt.nz/link/5d46e0456edc4f1e801547c8e5a15b2c.aspx,2021/05/05 13:44:30+00,878.072281494127
173203,Whangamumu Track,Go for an easy forest and beach walk to Whangamumu Harbour and Te Toroa Bay.,Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e53aee3b9d3048a4a655662b3b96aba5.jpg,https://www.doc.govt.nz/link/4d6925ca50204a0f8191120e6ea6e4c4.aspx,2021/05/05 13:44:32+00,3351.9689526667
173204,Whangaparapara: Old Mill Track,Discover the site of the Kauri Timber Company sawmill and an historic steam traction engine.,Easy,2 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/403f059fc0864f0698a15d0fdf08c7a2.jpg,https://www.doc.govt.nz/link/7cfd6439be3e44a398b63a6713d83cb7.aspx,2021/05/05 13:44:32+00,1410.44492994029
173205,Whangaparapara: Te Ahumata Track,Discover interesting flora and panoramic views at the top of Te Ahumata (398 m).,Advanced,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8a3fd75ae05b433a816494e8b3c2bd43.jpg,https://www.doc.govt.nz/link/8b731e74cf06412cbf92fd572054b195.aspx,2021/05/05 13:44:32+00,1662.3124778243
173206,Whangaparapara: Tramline and Withey Tracks,Combine these tracks with Forest Road for a circuit walk from Whangaparapara.,Advanced,Various: 1 - 6 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5a410c7b3e7a45d5b2f3632ecfa501fc.jpg,https://www.doc.govt.nz/link/fb82a8f08b504d74899adace0efd45d4.aspx,2021/05/05 13:44:32+00,5462.7114639469
173207,Whangaruru North Head walking tracks,The Whangaruru North Head Walking Tracks start from the popular Puriri Bay Campsite. The tracks follow through native forest and ridgelines before dropping down into secluded bays.,Easy,1 hr - 2 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/414d540bb843427db158cdd3a7aaa116.aspx,https://www.doc.govt.nz/link/00f2b200c0644fe5aff3732d787d2809.aspx,2021/05/05 13:44:32+00,6388.54240156367
173208,Wharauroa and Mahaukura Lookouts,Climb up to one of the best views from Mount Pirongia of Hamilton and Te Awamutu.,Advanced,2 - 3 hr | 2 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/37236afe16724879a655f22285fad6df.aspx,https://www.doc.govt.nz/link/648cc9b0c81548dc9df2e05b39d2a411.aspx,2021/05/05 13:44:32+00,7085.1779780958
173209,Wharekirauponga Track,The Wharekirauponga Track in Parakawai Valley and the Royal Standard Goldmine area follows along an old horse-drawn tram track. ,Easy,3 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7ab3af9f31704a52a4bafe21c1e95ca9.jpg,https://www.doc.govt.nz/link/ea2215899ec247599f201a8a5f85cb3d.aspx,2021/05/05 13:44:32+00,5471.42923498343
173210,Whareroa Farm tracks,"Enjoy regenerating shrubland, coastal views and kohekohe forest on these walks that are suitable for children.","Easiest, Easy, Advanced",,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/50d5c34c439a4d7092958c810b0fdeb4.jpg,https://www.doc.govt.nz/link/bfe1b5d8f68848ccbc917d22ce44a304.aspx,2021/05/05 13:44:32+00,7818.71186134837
173211,Wharfedale Hut tracks,Walk or mountain bike to Wharfedale Hut.,Intermediate,1–2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1431588cbd83477fb85202c7b3383981.jpg,https://www.doc.govt.nz/link/5266695c04254d5e90043f5d16c8ba8a.aspx,2021/05/05 13:44:32+00,14194.9666028293
173212,"Whataroa, Butler and Perth valleys tracks","The Whataroa, Butler and Perth river valleys tracks and routes provide rugged backcountry opportunities for those with suitable skills and experience.  ","Advanced, Expert",3 days +,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/afc01bceea3c4c4b9ab0c90e44eec1e8.jpg,https://www.doc.govt.nz/link/44a4b4e5344c46f5a75a4cc9be66031d.aspx,2021/05/05 13:44:32+00,45410.693332225
173213,Whinray Scenic Reserve Track,"View the spectacular Motu Falls from the car park and picnic area, or walk along an old coach road through native forest - suitable for all ages.",Easy,2 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/93d39841795443e98d23db84b1b74c42.jpg,https://www.doc.govt.nz/link/355fb787d17b4646a4ac53341da643d0.aspx,2021/05/05 13:44:34+00,5643.69966690168
